#Name,Male/Female,Blade/Gunner,Level,HR,Rarity,Slots,Min Defense,Max Defense,Fire Res,Water Res,Thunder Res,Ice Res,Dragon Res,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Skill 4,Points 4,Skill 5,Points 5,Skill 6,Points 6,Skill 7,Points 7,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4,Material 5,Num 5
初阶星龙腕甲,0,0,30,0,0,0,16,16,1,-1,0,0,1,蝶舞,2,气息,2,达人,-2,,,,,,,,,微光的体液,4,星龙的腹甲,6,兽骨【中】,3,燕雀石,3,,
初阶星龙护手,0,1,30,0,0,0,12,12,1,-1,0,0,1,蝶舞,2,气息,2,达人,-2,,,,,,,,,微光的体液,4,星龙的腹甲,6,兽骨【中】,3,燕雀石,3,,
河狸兽腕甲,0,0,40,0,0,1,25,25,-2,4,0,0,0,强韧,1,攻击,3,火耐性,-1,,,,,,,,,河狸兽的尖爪,12,河狸兽的优质皮,8,红角蝶,6,兽骨【大】,6,银喵玉,2
河狸兽护手,0,1,40,0,0,1,19,19,-1,3,0,0,0,强韧,1,攻击,3,火耐性,-1,,,,,,,,,河狸兽的尖爪,12,河狸兽的优质皮,8,红角蝶,6,兽骨【大】,6,银喵玉,2
蓝速龙王腕甲,0,0,40,0,0,1,25,25,2,0,2,0,-2,气绝抵抗,3,研磨师,1,强韧,2,药王,2,麻痹抵抗,-1,,,,,蓝速龙的优质鳞,12,蓝速龙王的尖牙,8,蓝速龙王的大头冠,6,龙骨【大】,6,光水晶,6
蓝速龙王护手,0,1,40,0,0,1,19,19,1,0,1,0,-1,气绝抵抗,3,快速装填,1,强韧,2,药王,2,麻痹抵抗,-1,,,,,蓝速龙的优质鳞,12,蓝速龙王的尖牙,8,蓝速龙王的大头冠,6,龙骨【大】,6,光水晶,6
大野猪王腕甲,0,0,40,0,0,3,25,25,2,-4,-2,0,4,防御,2,强韧,2,饥饿感,-1,,,,,,,,,大野猪王的尖牙,8,大野猪的硬皮,12,龙骨【大】,6,光水晶,6,银喵玉,2
大野猪王护手,0,1,40,0,0,3,19,19,1,-3,-1,0,3,防御,2,强韧,2,饥饿感,-1,,,,,,,,,大野猪王的尖牙,8,大野猪的硬皮,12,龙骨【大】,6,光水晶,6,银喵玉,2
大怪鸟腕甲,0,0,40,0,0,0,25,25,4,-2,-4,-2,4,体力,3,攻击,2,火耐性,2,防御,-1,,,,,,,怪鸟的尖爪,8,怪鸟的优质鳞,12,兽骨【大】,6,辉龙石,6,银喵玉,2
大怪鸟护手,0,1,40,0,0,0,19,19,3,-1,-3,-1,3,体力,3,攻击,2,火耐性,2,防御,-1,,,,,,,怪鸟的尖爪,8,怪鸟的优质鳞,12,兽骨【大】,6,辉龙石,6,银喵玉,2
黄速龙王腕甲,0,0,40,0,0,2,25,25,2,-2,6,-4,-2,麻痹抵抗,2,特殊攻击,3,体力,3,毒抵抗,-1,,,,,,,黄速龙王的麻痹尖牙,12,黄速龙王的优质皮,12,黄速龙王的大头冠,8,红角蝶,6,银喵玉,2
黄速龙王护手,0,1,40,0,0,2,19,19,1,-1,5,-3,-1,麻痹抵抗,2,特殊攻击,3,体力,3,毒抵抗,-1,,,,,,,黄速龙王的麻痹尖牙,12,黄速龙王的优质皮,12,黄速龙王的大头冠,8,红角蝶,6,银喵玉,2
鬼狩蛛腕甲,0,0,40,0,0,2,25,25,-4,2,0,2,0,KO术,2,研磨师,2,攻击,2,无伤,-2,,,,,,,鬼狩蛛的坚壳,12,鬼狩蛛的浓液,8,鬼狩蛛的鬼眼,6,龙骨【大】,6,光水晶,6
鬼狩蛛护手,0,1,40,0,0,2,19,19,-3,1,0,1,0,KO术,2,快速装填,2,攻击,2,气息,-2,,,,,,,鬼狩蛛的坚壳,12,鬼狩蛛的浓液,8,鬼狩蛛的鬼眼,6,龙骨【大】,6,光水晶,6
沙狸兽腕甲,0,0,40,0,0,1,25,25,2,-6,2,0,2,耐泥雪,2,高速设置,2,回复速度,2,攻击,-2,,,,,,,沙狸兽的坚爪,8,沙狸兽重皮,12,龙骨【大】,6,光水晶,6,银喵玉,2
沙狸兽护手,0,1,40,0,0,1,19,19,1,-5,1,0,1,耐泥雪,2,高速设置,2,回复速度,2,攻击,-2,,,,,,,沙狸兽的坚爪,8,沙狸兽重皮,12,龙骨【大】,6,光水晶,6,银喵玉,2
毒怪鸟腕甲,0,0,40,0,0,2,25,25,-6,2,4,0,0,毒抵抗,3,雷耐性,2,饥饿感,-2,,,,,,,,,毒怪鸟的刚翼,12,毒怪鸟的优质皮,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
毒怪鸟护手,0,1,40,0,0,2,19,19,-5,1,3,0,0,毒抵抗,3,雷耐性,2,饥饿感,-2,,,,,,,,,毒怪鸟的刚翼,12,毒怪鸟的优质皮,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
桃毛兽王腕甲,0,0,40,0,0,3,25,25,-2,0,2,0,0,抗菌,2,食事,2,强韧,2,饥饿感,-2,,,,,,,桃毛兽王的优质皮,12,桃毛兽王的尖牙,8,极彩色的毛,6,兽骨【大】,6,辉龙石,6
桃毛兽王护手,0,1,40,0,0,3,19,19,-1,0,1,0,0,抗菌,2,食事,2,强韧,2,饥饿感,-2,,,,,,,桃毛兽王的优质皮,12,桃毛兽王的尖牙,8,极彩色的毛,6,兽骨【大】,6,辉龙石,6
沙雷鸟腕甲,0,0,40,0,0,1,25,25,0,-4,2,-2,4,风压抵抗,3,回避性能,3,无伤,3,回复速度,-2,,,,,,,沙雷鸟的刚翼,12,亮绿色的粘液,12,沙雷鸟的厚实嗉囊,8,土蜂幼虫,6,银喵玉,2
沙雷鸟护手,0,1,40,0,0,1,19,19,0,-3,1,-1,3,风压抵抗,3,回避性能,3,无伤,3,回复速度,-2,,,,,,,沙雷鸟的刚翼,12,亮绿色的粘液,12,沙雷鸟的厚实嗉囊,8,土蜂幼虫,6,银喵玉,2
沙龙王腕甲,0,0,40,0,0,0,25,25,4,-2,0,-6,2,耐暑,2,会心术,2,耐寒,-3,,,,,,,,,沙龙王的优质皮,8,沙龙的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
沙龙王护手,0,1,40,0,0,0,19,19,3,-1,0,-5,1,耐暑,2,会心术,2,耐寒,-3,,,,,,,,,沙龙王的优质皮,8,沙龙的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
大名盾蟹腕甲,0,0,40,0,0,2,25,25,-2,6,-6,2,0,防御性能,1,防御,3,风压抵抗,2,雷属性攻击,-2,,,,,,,盾蟹的坚壳,12,盾蟹的长脚,8,漆黑大珍珠,6,龙骨【大】,6,光水晶,6
大名盾蟹护手,0,1,40,0,0,2,19,19,-1,5,-5,1,0,贯通弹强化,1,防御,3,风压抵抗,2,雷属性攻击,-2,,,,,,,盾蟹的坚壳,12,盾蟹的长脚,8,漆黑大珍珠,6,龙骨【大】,6,光水晶,6
红速龙王腕甲,0,0,40,0,0,2,25,25,4,2,-4,2,-2,毒抵抗,1,体力,3,气绝抵抗,-2,,,,,,,,,红速龙王的尖爪,8,红速龙的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
红速龙王护手,0,1,40,0,0,2,19,19,3,1,-3,1,-1,毒抵抗,1,体力,3,气绝抵抗,-2,,,,,,,,,红速龙王的尖爪,8,红速龙的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
青怪鸟腕甲,0,0,40,0,0,1,25,25,4,-4,-2,0,2,达人,1,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的尖爪,8,青怪鸟的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
青怪鸟护手,0,1,40,0,0,1,19,19,3,-3,-1,0,1,达人,1,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的尖爪,8,青怪鸟的优质鳞,12,龙骨【大】,6,光水晶,6,银喵玉,2
电龙腕甲,0,0,40,0,0,1,25,25,-6,2,4,2,-2,回复速度,4,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,电龙的优质翼,12,珍珠色的柔皮,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
电龙护手,0,1,40,0,0,1,19,19,-5,1,3,1,-1,回复速度,4,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,电龙的优质翼,12,珍珠色的柔皮,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
岩龙腕甲,0,0,40,0,0,2,25,25,-2,0,0,-2,2,睡眠抵抗,2,加护,1,防御,2,防御性能,2,麻痹抵抗,-2,,,,,岩龙的坚头壳,12,岩龙的坚背壳,8,岩龙的晶泪,6,兽骨【大】,6,辉龙石,6
岩龙护手,0,1,40,0,0,2,19,19,-1,0,0,-1,1,睡眠抵抗,2,加护,1,防御,2,散弹强化,2,麻痹抵抗,-2,,,,,岩龙的坚头壳,12,岩龙的坚背壳,8,岩龙的晶泪,6,兽骨【大】,6,辉龙石,6
眠鸟腕甲,0,0,40,0,0,0,25,25,-4,2,0,0,2,睡眠抵抗,2,体术,2,荷尔蒙,2,回复速度,-2,,,,,,,眠鸟的尖爪,8,浓缩的眠液,12,兽骨【大】,6,辉龙石,6,银喵玉,2
眠鸟护手,0,1,40,0,0,0,19,19,-3,1,0,0,1,睡眠抵抗,2,体术,2,荷尔蒙,2,回复速度,-2,,,,,,,眠鸟的尖爪,8,浓缩的眠液,12,兽骨【大】,6,辉龙石,6,银喵玉,2
金毛兽王腕甲,0,0,40,0,0,1,25,25,-2,4,0,0,0,底力,1,重击,2,抗菌,2,防御,-3,,,,,,,金毛兽王的刚毛,12,金毛兽王的优质皮,8,红角蝶,6,兽骨【大】,6,银喵玉,2
金毛兽王护手,0,1,40,0,0,1,19,19,-1,3,0,0,0,底力,1,重击,2,抗菌,2,防御,-3,,,,,,,金毛兽王的刚毛,12,金毛兽王的优质皮,8,红角蝶,6,兽骨【大】,6,银喵玉,2
骇狩蛛腕甲,0,0,40,0,0,0,25,25,-4,0,2,2,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的尖爪,8,骇狩蛛的坚壳,12,兽骨【大】,6,辉龙石,6,银喵玉,2
骇狩蛛护手,0,1,40,0,0,0,19,19,-3,0,1,1,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的尖爪,8,骇狩蛛的坚壳,12,兽骨【大】,6,辉龙石,6,银喵玉,2
紫毒鸟腕甲,0,0,40,0,0,2,25,25,-6,0,4,2,0,气绝抵抗,4,风压抵抗,2,回复速度,2,加护,-1,,,,,,,紫毒鸟的坚硬嘴,12,橡胶质的绿韧尾,12,诡异的新星水晶,8,红角蝶,6,银喵玉,2
紫毒鸟护手,0,1,40,0,0,2,19,19,-5,0,3,1,0,气绝抵抗,4,风压抵抗,2,回复速度,2,加护,-1,,,,,,,紫毒鸟的坚硬嘴,12,橡胶质的绿韧尾,12,诡异的新星水晶,8,红角蝶,6,银喵玉,2
将军镰蟹腕甲,0,0,40,0,0,1,25,25,0,2,-4,0,2,锋利度,2,研磨师,2,体力,-3,,,,,,,,,镰蟹的尖爪,12,镰蟹的坚壳,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
将军镰蟹护手,0,1,40,0,0,1,19,19,0,1,-3,0,1,贯通弹强化,2,快速装填,2,体力,-3,,,,,,,,,镰蟹的尖爪,12,镰蟹的坚壳,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
雪狮子王腕甲,0,0,40,0,0,2,25,25,-4,4,0,4,0,冰属性攻击,2,耐寒,3,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的优质皮,12,雪狮子的坚骨,8,雪狮子的刚髭,6,兽骨【大】,6,辉龙石,6
雪狮子王护手,0,1,40,0,0,2,19,19,-3,3,0,3,0,冰属性攻击,2,耐寒,3,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的优质皮,12,雪狮子的坚骨,8,雪狮子的刚髭,6,兽骨【大】,6,辉龙石,6
星龙腕甲,0,0,40,0,0,0,25,25,2,-2,0,0,4,蝶舞,2,气息,2,伏击,1,达人,-2,,,,,,,星光的体液,8,星龙的坚腹甲,12,兽骨【大】,6,辉龙石,6,银喵玉,2
星龙护手,0,1,40,0,0,0,19,19,1,-1,0,0,3,蝶舞,2,气息,2,伏击,1,达人,-2,,,,,,,星光的体液,8,星龙的坚腹甲,12,兽骨【大】,6,辉龙石,6,银喵玉,2
白速龙王腕甲,0,0,40,0,0,2,25,25,0,2,0,4,-4,耐泥雪,2,强韧,2,千里眼,2,防御,2,火耐性,-2,,,,,白速龙王的尖牙,12,白速龙王的冻结腺,12,白速龙王的大头冠,8,红角蝶,6,银喵玉,2
白速龙王护手,0,1,40,0,0,2,19,19,0,1,0,3,-3,耐泥雪,2,强韧,2,千里眼,2,防御,2,火耐性,-2,,,,,白速龙王的尖牙,12,白速龙王的冻结腺,12,白速龙王的大头冠,8,红角蝶,6,银喵玉,2
冰雷鸟腕甲,0,0,40,0,0,1,32,32,-4,0,-2,6,0,研磨师,2,冰属性攻击,3,剑术,1,毒抵抗,-2,,,,,,,湛蓝的刚鬃,12,冰雷鸟的优质皮,18,龙骨【大】,9,光水晶,9,金喵玉,3
冰雷鸟护手,0,1,40,0,0,1,24,24,-3,0,-1,5,0,体术,2,冰属性攻击,3,伏击,1,毒抵抗,-2,,,,,,,湛蓝的刚鬃,12,冰雷鸟的优质皮,18,龙骨【大】,9,光水晶,9,金喵玉,3
银眠鸟腕甲,0,0,40,0,0,2,32,32,-2,2,-2,0,2,睡眠抵抗,3,荷尔蒙,2,特殊攻击,2,火耐性,-2,,,,,,,圆鼓鼓的眠袋,18,银眠鸟的银羽毛,18,秘银尾羽,12,红角蝶,9,金喵玉,3
银眠鸟护手,0,1,40,0,0,2,24,24,-1,1,-1,0,1,睡眠抵抗,3,荷尔蒙,2,特殊攻击,2,火耐性,-2,,,,,,,圆鼓鼓的眠袋,18,银眠鸟的银羽毛,18,秘银尾羽,12,红角蝶,9,金喵玉,3
战鬼河狸兽腕甲,0,0,40,0,0,1,32,32,-2,6,0,0,0,逆境,2,根性,2,回复速度,2,耐力回复,-2,,,,,,,战鬼河狸兽的尖爪,18,战鬼河狸兽的优质皮,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
战鬼河狸兽护手,0,1,40,0,0,1,24,24,-1,5,0,0,0,逆境,2,根性,2,回复速度,2,耐力回复,-2,,,,,,,战鬼河狸兽的尖爪,18,战鬼河狸兽的优质皮,12,土蜂幼虫,9,龙骨【大】,9,金喵玉,3
剑豪镰蟹腕甲,0,0,40,0,0,1,32,32,0,4,-4,0,2,达人,3,会心术,2,回避距离,2,气绝抵抗,-3,,,,,,,剑豪镰蟹的坚脚,18,剑豪镰蟹的坚钳,18,剑豪的坚龙头壳,12,土蜂幼虫,9,金喵玉,3
剑豪镰蟹护手,0,1,40,0,0,1,24,24,0,3,-3,0,1,达人,3,会心术,2,回避距离,2,气绝抵抗,-3,,,,,,,剑豪镰蟹的坚脚,18,剑豪镰蟹的坚钳,18,剑豪的坚龙头壳,12,土蜂幼虫,9,金喵玉,3
晶岩龙腕甲,0,0,40,0,0,1,32,32,-2,0,0,-2,4,防御,2,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的刚翼,12,晶岩龙的坚头壳,18,龙骨【大】,9,光水晶,9,金喵玉,3
晶岩龙护手,0,1,40,0,0,1,24,24,-1,0,0,-1,3,散弹强化,2,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的刚翼,12,晶岩龙的坚头壳,18,龙骨【大】,9,光水晶,9,金喵玉,3
尾晶蝎腕甲,0,0,40,0,0,2,32,32,2,-2,2,0,-2,锋利度,1,防御性能,3,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的坚壳,18,尾晶蝎的紫晶,18,尾晶蝎的大颚,12,土蜂幼虫,9,金喵玉,3
尾晶蝎护手,0,1,40,0,0,2,24,24,1,-1,1,0,-1,通常弹强化,2,快速装填,2,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的坚壳,18,尾晶蝎的紫晶,18,尾晶蝎的大颚,12,土蜂幼虫,9,金喵玉,3
黑狼鸟腕甲,0,0,40,0,0,2,32,32,4,-6,2,0,2,锋利度,1,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的刚翼爪,12,黑狼鸟的优质鳞,18,兽骨【大】,9,辉龙石,9,金喵玉,3
黑狼鸟护手,0,1,40,0,0,2,24,24,3,-5,1,0,1,贯通弹强化,1,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的刚翼爪,12,黑狼鸟的优质鳞,18,兽骨【大】,9,辉龙石,9,金喵玉,3
红电龙腕甲,0,0,40,0,0,3,32,32,2,-6,6,2,0,广域化,1,回复速度,2,回复速度,-2,,,,,,,,,魅惑色的柔皮,18,红电龙的尖牙,12,红电龙的强力吸盘,9,龙骨【大】,9,光水晶,9
红电龙护手,0,1,40,0,0,3,24,24,1,-5,5,1,0,广域化,1,回复速度,2,回复速度,-2,,,,,,,,,魅惑色的柔皮,18,红电龙的尖牙,12,红电龙的强力吸盘,9,龙骨【大】,9,光水晶,9
