#Name,Male/Female,Blade/Gunner,Level,HR,Rarity,Slots,Min Defense,Max Defense,Fire Res,Water Res,Thunder Res,Ice Res,Dragon Res,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Skill 4,Points 4,Skill 5,Points 5,Skill 6,Points 6,Skill 7,Points 7,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4,Material 5,Num 5
初阶鬼狩蛛腿甲,0,0,10,0,0,1,3,3,-1,0,0,0,0,KO术,2,研磨师,1,气息,-2,,,,,,,,,鬼狩蛛的体液,6,鬼狩蛛的毛,6,圆蚂蚱,3,铁矿石,3,,
初阶鬼狩蛛护腿,0,1,10,0,0,1,2,2,-1,0,0,0,0,KO术,2,散弹强化,1,气息,-2,,,,,,,,,鬼狩蛛的体液,6,鬼狩蛛的毛,6,圆蚂蚱,3,铁矿石,3,,
初阶沙狸兽腿甲,0,0,10,0,0,1,3,3,0,-1,0,0,0,耐泥雪,2,高速设置,3,攻击,-2,,,,,,,,,沙狸兽的牙,6,沙狸兽的尾甲,6,沙狸兽的门牙,4,圆蚂蚱,3,,
初阶沙狸兽护腿,0,1,10,0,0,1,2,2,0,-1,0,0,0,耐泥雪,2,高速设置,3,攻击,-2,,,,,,,,,沙狸兽的牙,6,沙狸兽的尾甲,6,沙狸兽的门牙,4,圆蚂蚱,3,,
初阶毒怪鸟腿甲,0,0,10,0,0,1,3,3,-1,0,0,0,0,毒抵抗,2,雷耐性,2,饥饿感,-1,,,,,,,,,毒怪鸟的皮,6,毒怪鸟的嘴,4,橡胶质的尾巴,3,龙骨【小】,3,原盘石,3
初阶毒怪鸟护腿,0,1,10,0,0,1,2,2,-1,0,0,0,0,毒抵抗,2,雷耐性,2,饥饿感,-1,,,,,,,,,毒怪鸟的皮,6,毒怪鸟的嘴,4,橡胶质的尾巴,3,龙骨【小】,3,原盘石,3
初阶桃毛兽王腿甲,0,0,10,0,0,1,3,3,0,0,0,0,0,抗菌,2,食事,2,饥饿感,-2,,,,,,,,,桃毛兽王的牙,6,桃毛兽王的大骨,6,山青虫,3,原盘石,3,,
初阶桃毛兽王护腿,0,1,10,0,0,1,2,2,0,0,0,0,0,抗菌,2,食事,2,饥饿感,-2,,,,,,,,,桃毛兽王的牙,6,桃毛兽王的大骨,6,山青虫,3,原盘石,3,,
初阶沙雷鸟腿甲,0,0,10,0,0,1,3,3,0,-1,0,0,1,风压抵抗,2,无伤,2,,,,,,,,,,,沙雷鸟的翼,6,绿色的粘液,6,圆蚂蚱,3,铁矿石,3,,
初阶沙雷鸟护腿,0,1,10,0,0,1,2,2,0,-1,0,0,1,风压抵抗,2,无伤,2,,,,,,,,,,,沙雷鸟的翼,6,绿色的粘液,6,圆蚂蚱,3,铁矿石,3,,
初阶沙龙王腿甲,0,0,10,0,0,0,3,3,1,0,0,-1,0,耐暑,2,会心术,2,耐寒,-2,,,,,,,,,沙龙王的牙,6,沙龙王的储砂袋,6,山青虫,3,原盘石,3,,
初阶沙龙王护腿,0,1,10,0,0,0,2,2,1,0,0,-1,0,耐暑,2,会心术,2,耐寒,-2,,,,,,,,,沙龙王的牙,6,沙龙王的储砂袋,6,山青虫,3,原盘石,3,,
初阶大名盾蟹腿甲,0,0,20,0,0,1,7,7,-1,1,-2,1,0,防御,3,风压抵抗,2,雷属性攻击,-3,,,,,,,,,盾蟹的脚,6,盾蟹的小壳,6,盾蟹的钳,4,杀人蜂幼虫,3,,
初阶大名盾蟹护腿,0,1,20,0,0,1,5,5,0,1,-2,0,0,防御,3,风压抵抗,2,雷属性攻击,-3,,,,,,,,,盾蟹的脚,6,盾蟹的小壳,6,盾蟹的钳,4,杀人蜂幼虫,3,,
初阶青怪鸟腿甲,0,0,20,0,0,1,7,7,1,-1,-1,0,1,达人,1,火属性攻击,2,体力,-2,,,,,,,,,青怪鸟的翼,6,青怪鸟的背甲,6,杀人蜂幼虫,3,大地结晶,3,,
初阶青怪鸟护腿,0,1,20,0,0,1,5,5,0,-1,0,0,0,达人,1,火属性攻击,2,体力,-2,,,,,,,,,青怪鸟的翼,6,青怪鸟的背甲,6,杀人蜂幼虫,3,大地结晶,3,,
初阶电龙腿甲,0,0,20,0,0,1,7,7,-2,1,1,1,-1,回复速度,5,广域化,2,气绝抵抗,-2,,,,,,,,,柔软的皮,6,电龙的牙,4,电龙的吸盘,3,龙骨【中】,3,大地结晶,3
初阶电龙护腿,0,1,20,0,0,1,5,5,-2,0,1,0,0,回复速度,5,广域化,2,气绝抵抗,-2,,,,,,,,,柔软的皮,6,电龙的牙,4,电龙的吸盘,3,龙骨【中】,3,大地结晶,3
初阶岩龙腿甲,0,0,20,0,0,0,7,7,-1,0,0,-1,1,睡眠抵抗,2,防御性能,2,麻痹抵抗,-2,,,,,,,,,岩龙的背壳,6,岩龙的甲壳,6,杀人蜂幼虫,3,大地结晶,3,,
初阶岩龙护腿,0,1,20,0,0,0,5,5,0,0,0,0,0,睡眠抵抗,2,快速装填,2,麻痹抵抗,-2,,,,,,,,,岩龙的背壳,6,岩龙的甲壳,6,杀人蜂幼虫,3,大地结晶,3,,
初阶眠鸟腿甲,0,0,20,0,0,1,7,7,-1,1,0,0,1,睡眠抵抗,2,荷尔蒙,1,回复速度,-2,,,,,,,,,破损的眠袋,6,眠鸟的羽毛,6,黏着白蚁,3,燕雀石,3,,
初阶眠鸟护腿,0,1,20,0,0,1,5,5,-1,0,0,0,0,睡眠抵抗,2,荷尔蒙,1,回复速度,-2,,,,,,,,,破损的眠袋,6,眠鸟的羽毛,6,黏着白蚁,3,燕雀石,3,,
初阶金毛兽王腿甲,0,0,30,0,0,1,16,16,-1,2,0,0,0,底力,3,重击,2,防御,-2,,,,,,,,,金毛兽王的牙,6,金毛兽王的大骨,6,金毛兽王的爪,4,黏着白蚁,3,,
初阶金毛兽王护腿,0,1,30,0,0,1,12,12,-1,2,0,0,0,底力,3,重击,2,防御,-2,,,,,,,,,金毛兽王的牙,6,金毛兽王的大骨,6,金毛兽王的爪,4,黏着白蚁,3,,
初阶骇狩蛛腿甲,0,0,30,0,0,0,16,16,-2,0,1,1,0,毒抵抗,2,麻痹抵抗,2,睡眠抵抗,-2,,,,,,,,,骇狩蛛的眼,6,骇狩蛛的毛,6,黏着白蚁,3,燕雀石,3,,
初阶骇狩蛛护腿,0,1,30,0,0,0,12,12,-2,0,1,1,0,毒抵抗,2,麻痹抵抗,2,睡眠抵抗,-2,,,,,,,,,骇狩蛛的眼,6,骇狩蛛的毛,6,黏着白蚁,3,燕雀石,3,,
初阶紫毒鸟腿甲,0,0,30,0,0,2,16,16,-4,0,2,1,0,气绝抵抗,4,风压抵抗,2,加护,-1,,,,,,,,,橡胶质的紫皮,6,紫毒鸟的嘴,4,橡胶质的绿尾,3,兽骨【中】,3,燕雀石,3
初阶紫毒鸟护腿,0,1,30,0,0,2,12,12,-3,0,2,1,0,气绝抵抗,4,风压抵抗,2,加护,-1,,,,,,,,,橡胶质的紫皮,6,紫毒鸟的嘴,4,橡胶质的绿尾,3,兽骨【中】,3,燕雀石,3
初阶将军镰蟹腿甲,0,0,30,0,0,0,16,16,0,1,-2,0,1,锋利度,2,研磨师,2,体力,-3,,,,,,,,,镰蟹的脚,6,镰蟹的小壳,6,黏着白蚁,3,燕雀石,3,,
初阶将军镰蟹护腿,0,1,30,0,0,0,12,12,0,1,-2,0,1,贯通弹强化,2,快速装填,2,体力,-3,,,,,,,,,镰蟹的脚,6,镰蟹的小壳,6,黏着白蚁,3,燕雀石,3,,
初阶雪狮子王腿甲,0,0,30,0,0,2,16,16,-2,1,0,1,0,耐泥雪,2,耐寒,3,冰属性攻击,2,气绝抵抗,-2,,,,,,,雪狮子的大骨,6,雪狮子的毛,6,雪狮子的牙,4,黏着白蚁,3,,
初阶雪狮子王护腿,0,1,30,0,0,2,12,12,-2,1,0,1,0,耐泥雪,2,耐寒,3,冰属性攻击,2,气绝抵抗,-2,,,,,,,雪狮子的大骨,6,雪狮子的毛,6,雪狮子的牙,4,黏着白蚁,3,,
初阶星龙腿甲,0,0,30,0,0,0,16,16,1,-1,0,0,1,蝶舞,2,气息,2,达人,-2,,,,,,,,,星龙的角,6,星龙的甲壳,6,黏着白蚁,3,燕雀石,3,,
初阶星龙护腿,0,1,30,0,0,0,12,12,1,-1,0,0,1,蝶舞,2,气息,2,达人,-2,,,,,,,,,星龙的角,6,星龙的甲壳,6,黏着白蚁,3,燕雀石,3,,
河狸兽腿甲,0,0,40,0,0,0,25,25,-2,4,0,0,0,强韧,1,食事,3,攻击,3,火耐性,-1,,,,,,,河狸兽的尖牙,12,优质的毛皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
河狸兽护腿,0,1,40,0,0,0,19,19,-1,3,0,0,0,强韧,1,食事,3,攻击,3,火耐性,-1,,,,,,,河狸兽的尖牙,12,优质的毛皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
蓝速龙王腿甲,0,0,40,0,0,2,25,25,2,0,2,0,-2,气绝抵抗,3,研磨师,2,药王,2,麻痹抵抗,-2,,,,,,,蓝速龙王的尖牙,12,蓝速龙王的优质皮,12,红角蝶,6,辉龙石,6,银喵玉,2
蓝速龙王护腿,0,1,40,0,0,2,19,19,1,0,1,0,-1,气绝抵抗,3,快速装填,2,药王,2,麻痹抵抗,-2,,,,,,,蓝速龙王的尖牙,12,蓝速龙王的优质皮,12,红角蝶,6,辉龙石,6,银喵玉,2
大野猪王腿甲,0,0,40,0,0,1,25,25,2,-4,-2,0,4,研磨师,3,体力,2,防御,2,强韧,2,饥饿感,-1,,,,,大野猪王的硬蹄,12,大野猪王的硬鬃,12,大野猪王的尖牙,8,红角蝶,6,银喵玉,2
大野猪王护腿,0,1,40,0,0,1,19,19,1,-3,-1,0,3,通常弹强化,3,体力,2,防御,2,强韧,2,饥饿感,-1,,,,,大野猪王的硬蹄,12,大野猪王的硬鬃,12,大野猪王的尖牙,8,红角蝶,6,银喵玉,2
大怪鸟腿甲,0,0,40,0,0,0,25,25,4,-2,-4,-2,4,体力,2,攻击,3,火耐性,2,防御,-1,,,,,,,怪鸟的优质鳞,12,怪鸟的刚翼,8,漂亮的喙,6,龙骨【大】,6,光水晶,6
大怪鸟护腿,0,1,40,0,0,0,19,19,3,-1,-3,-1,3,体力,2,攻击,3,火耐性,2,防御,-1,,,,,,,怪鸟的优质鳞,12,怪鸟的刚翼,8,漂亮的喙,6,龙骨【大】,6,光水晶,6
黄速龙王腿甲,0,0,40,0,0,0,25,25,2,-2,6,-4,-2,麻痹抵抗,2,特殊攻击,3,回复速度,3,,,,,,,,,黄速龙王的麻痹尖牙,12,黄速龙王的优质皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
黄速龙王护腿,0,1,40,0,0,0,19,19,1,-1,5,-3,-1,麻痹抵抗,2,特殊攻击,3,回复速度,3,,,,,,,,,黄速龙王的麻痹尖牙,12,黄速龙王的优质皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
鬼狩蛛腿甲,0,0,40,0,0,0,25,25,-4,2,0,2,0,KO术,2,研磨师,1,攻击,3,无伤,-2,,,,,,,鬼狩蛛的浓液,12,鬼狩蛛的刚毛,12,红角蝶,6,辉龙石,6,银喵玉,2
鬼狩蛛护腿,0,1,40,0,0,0,19,19,-3,1,0,1,0,KO术,2,快速装填,1,攻击,3,气息,-2,,,,,,,鬼狩蛛的浓液,12,鬼狩蛛的刚毛,12,红角蝶,6,辉龙石,6,银喵玉,2
沙狸兽腿甲,0,0,40,0,0,2,25,25,2,-6,2,0,2,耐泥雪,2,高速设置,3,回复速度,3,攻击,-2,,,,,,,沙狸兽的尖牙,12,沙狸兽的坚尾甲,12,沙狸兽的尖门牙,8,红角蝶,6,银喵玉,2
沙狸兽护腿,0,1,40,0,0,2,19,19,1,-5,1,0,1,耐泥雪,2,高速设置,3,回复速度,3,攻击,-2,,,,,,,沙狸兽的尖牙,12,沙狸兽的坚尾甲,12,沙狸兽的尖门牙,8,红角蝶,6,银喵玉,2
毒怪鸟腿甲,0,0,40,0,0,1,25,25,-6,2,4,0,0,毒抵抗,3,雷耐性,2,体术,3,饥饿感,-2,,,,,,,毒怪鸟的优质皮,12,毒怪鸟的坚硬嘴,8,毒怪鸟的坚硬头,6,龙骨【大】,6,光水晶,6
毒怪鸟护腿,0,1,40,0,0,1,19,19,-5,1,3,0,0,毒抵抗,3,雷耐性,2,体术,3,饥饿感,-2,,,,,,,毒怪鸟的优质皮,12,毒怪鸟的坚硬嘴,8,毒怪鸟的坚硬头,6,龙骨【大】,6,光水晶,6
桃毛兽王腿甲,0,0,40,0,0,1,25,25,-2,0,2,0,0,抗菌,2,食事,2,强韧,2,饥饿感,-2,,,,,,,桃毛兽王的尖牙,12,桃毛兽王的坚骨,12,土蜂幼虫,6,光水晶,6,银喵玉,2
桃毛兽王护腿,0,1,40,0,0,1,19,19,-1,0,1,0,0,抗菌,2,食事,2,强韧,2,饥饿感,-2,,,,,,,桃毛兽王的尖牙,12,桃毛兽王的坚骨,12,土蜂幼虫,6,光水晶,6,银喵玉,2
沙雷鸟腿甲,0,0,40,0,0,2,25,25,0,-4,2,-2,4,风压抵抗,3,回避性能,2,无伤,2,回复速度,-3,,,,,,,沙雷鸟的刚翼,12,亮绿色的粘液,12,红角蝶,6,辉龙石,6,银喵玉,2
沙雷鸟护腿,0,1,40,0,0,2,19,19,0,-3,1,-1,3,风压抵抗,3,回避性能,2,无伤,2,回复速度,-3,,,,,,,沙雷鸟的刚翼,12,亮绿色的粘液,12,红角蝶,6,辉龙石,6,银喵玉,2
沙龙王腿甲,0,0,40,0,0,2,25,25,4,-2,0,-6,2,耐暑,2,会心术,2,耐寒,-2,,,,,,,,,沙龙王的尖牙,12,沙龙王的大储砂袋,12,土蜂幼虫,6,光水晶,6,银喵玉,2
沙龙王护腿,0,1,40,0,0,2,19,19,3,-1,0,-5,1,耐暑,2,会心术,2,耐寒,-2,,,,,,,,,沙龙王的尖牙,12,沙龙王的大储砂袋,12,土蜂幼虫,6,光水晶,6,银喵玉,2
大名盾蟹腿甲,0,0,40,0,0,2,25,25,-2,6,-6,2,0,防御性能,1,防御,3,风压抵抗,2,雷属性攻击,-3,,,,,,,盾蟹的长脚,12,盾蟹的小坚壳,12,盾蟹的巨钳,8,土蜂幼虫,6,银喵玉,2
大名盾蟹护腿,0,1,40,0,0,2,19,19,-1,5,-5,1,0,贯通弹强化,1,防御,3,风压抵抗,2,雷属性攻击,-3,,,,,,,盾蟹的长脚,12,盾蟹的小坚壳,12,盾蟹的巨钳,8,土蜂幼虫,6,银喵玉,2
红速龙王腿甲,0,0,40,0,0,0,25,25,4,2,-4,2,-2,毒抵抗,2,体力,3,气绝抵抗,-2,,,,,,,,,红速龙王的尖牙,12,红速龙王的优质皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
红速龙王护腿,0,1,40,0,0,0,19,19,3,1,-3,1,-1,毒抵抗,2,体力,3,气绝抵抗,-2,,,,,,,,,红速龙王的尖牙,12,红速龙王的优质皮,12,土蜂幼虫,6,光水晶,6,银喵玉,2
青怪鸟腿甲,0,0,40,0,0,1,25,25,4,-4,-2,0,2,达人,1,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的优质翼,12,青怪鸟的坚背甲,12,土蜂幼虫,6,光水晶,6,银喵玉,2
青怪鸟护腿,0,1,40,0,0,1,19,19,3,-3,-1,0,1,达人,1,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的优质翼,12,青怪鸟的坚背甲,12,土蜂幼虫,6,光水晶,6,银喵玉,2
电龙腿甲,0,0,40,0,0,2,25,25,-6,2,4,2,-2,回复速度,5,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,珍珠色的柔皮,12,电龙的尖牙,8,电龙的强力吸盘,6,龙骨【大】,6,光水晶,6
电龙护腿,0,1,40,0,0,2,19,19,-5,1,3,1,-1,回复速度,5,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,珍珠色的柔皮,12,电龙的尖牙,8,电龙的强力吸盘,6,龙骨【大】,6,光水晶,6
岩龙腿甲,0,0,40,0,0,1,25,25,-2,0,0,-2,2,睡眠抵抗,2,加护,2,防御,1,防御性能,2,麻痹抵抗,-2,,,,,岩龙的坚背壳,12,岩龙的坚壳,12,土蜂幼虫,6,光水晶,6,银喵玉,2
岩龙护腿,0,1,40,0,0,1,19,19,-1,0,0,-1,1,睡眠抵抗,2,加护,2,防御,1,散弹强化,2,麻痹抵抗,-2,,,,,岩龙的坚背壳,12,岩龙的坚壳,12,土蜂幼虫,6,光水晶,6,银喵玉,2
眠鸟腿甲,0,0,40,0,0,1,25,25,-4,2,0,0,2,睡眠抵抗,2,体术,2,荷尔蒙,1,回复速度,-2,,,,,,,完整的眠袋,12,眠鸟的橙羽毛,12,红角蝶,6,辉龙石,6,银喵玉,2
眠鸟护腿,0,1,40,0,0,1,19,19,-3,1,0,0,1,睡眠抵抗,2,体术,2,荷尔蒙,1,回复速度,-2,,,,,,,完整的眠袋,12,眠鸟的橙羽毛,12,红角蝶,6,辉龙石,6,银喵玉,2
金毛兽王腿甲,0,0,40,0,0,2,25,25,-2,4,0,0,0,底力,3,重击,2,抗菌,2,防御,-2,,,,,,,金毛兽王的尖牙,12,金毛兽王的坚骨,12,金毛兽王的尖爪,8,红角蝶,6,银喵玉,2
金毛兽王护腿,0,1,40,0,0,2,19,19,-1,3,0,0,0,底力,3,重击,2,抗菌,2,防御,-2,,,,,,,金毛兽王的尖牙,12,金毛兽王的坚骨,12,金毛兽王的尖爪,8,红角蝶,6,银喵玉,2
骇狩蛛腿甲,0,0,40,0,0,0,25,25,-4,0,2,2,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的复眼,12,骇狩蛛的刚毛,12,红角蝶,6,辉龙石,6,银喵玉,2
骇狩蛛护腿,0,1,40,0,0,0,19,19,-3,0,1,1,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的复眼,12,骇狩蛛的刚毛,12,红角蝶,6,辉龙石,6,银喵玉,2
紫毒鸟腿甲,0,0,40,0,0,2,25,25,-6,0,4,2,0,气绝抵抗,4,风压抵抗,2,回复速度,2,加护,-1,,,,,,,橡胶质的紫柔皮,12,紫毒鸟的坚硬嘴,8,毒鸟的紫坚硬头,6,兽骨【大】,6,辉龙石,6
紫毒鸟护腿,0,1,40,0,0,2,19,19,-5,0,3,1,0,气绝抵抗,4,风压抵抗,2,回复速度,2,加护,-1,,,,,,,橡胶质的紫柔皮,12,紫毒鸟的坚硬嘴,8,毒鸟的紫坚硬头,6,兽骨【大】,6,辉龙石,6
将军镰蟹腿甲,0,0,40,0,0,0,25,25,0,2,-4,0,2,锋利度,2,研磨师,2,体力,-3,,,,,,,,,镰蟹的长脚,12,镰蟹的小坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
将军镰蟹护腿,0,1,40,0,0,0,19,19,0,1,-3,0,1,贯通弹强化,2,快速装填,2,体力,-3,,,,,,,,,镰蟹的长脚,12,镰蟹的小坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
雪狮子王腿甲,0,0,40,0,0,2,25,25,-4,4,0,4,0,冰属性攻击,2,耐寒,3,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的坚骨,12,雪狮子的刚毛,12,雪狮子的尖牙,8,红角蝶,6,银喵玉,2
雪狮子王护腿,0,1,40,0,0,2,19,19,-3,3,0,3,0,冰属性攻击,2,耐寒,3,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的坚骨,12,雪狮子的刚毛,12,雪狮子的尖牙,8,红角蝶,6,银喵玉,2
星龙腿甲,0,0,40,0,0,2,25,25,2,-2,0,0,4,蝶舞,2,气息,2,伏击,1,达人,-3,,,,,,,星龙的尖角,12,星龙的坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
星龙护腿,0,1,40,0,0,2,19,19,1,-1,0,0,3,蝶舞,2,气息,2,伏击,1,达人,-3,,,,,,,星龙的尖角,12,星龙的坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
白速龙王腿甲,0,0,40,0,0,2,25,25,0,2,0,4,-4,耐泥雪,2,强韧,2,千里眼,2,防御,4,火耐性,-2,,,,,白速龙的优质鳞,12,白速龙王的尖牙,8,白速龙王的优质皮,6,兽骨【大】,6,辉龙石,6
白速龙王护腿,0,1,40,0,0,2,19,19,0,1,0,3,-3,耐泥雪,2,强韧,2,千里眼,2,防御,4,火耐性,-2,,,,,白速龙的优质鳞,12,白速龙王的尖牙,8,白速龙王的优质皮,6,兽骨【大】,6,辉龙石,6
冰雷鸟腿甲,0,0,40,0,0,2,32,32,-4,0,-2,6,0,研磨师,2,冰属性攻击,3,剑术,2,毒抵抗,-2,,,,,,,冰雷鸟的刚翼,18,亮蓝色的粘液,18,冰雷鸟的苍白鼻,12,红角蝶,9,金喵玉,3
冰雷鸟护腿,0,1,40,0,0,2,24,24,-3,0,-1,5,0,体术,2,冰属性攻击,4,伏击,2,毒抵抗,-2,,,,,,,冰雷鸟的刚翼,18,亮蓝色的粘液,18,冰雷鸟的苍白鼻,12,红角蝶,9,金喵玉,3
银眠鸟腿甲,0,0,40,0,0,1,32,32,-2,2,-2,0,2,睡眠抵抗,1,荷尔蒙,2,特殊攻击,2,火耐性,-2,,,,,,,圆鼓鼓的眠袋,18,银眠鸟的银羽毛,18,土蜂幼虫,9,光水晶,9,金喵玉,3
银眠鸟护腿,0,1,40,0,0,1,24,24,-1,1,-1,0,1,睡眠抵抗,1,荷尔蒙,2,特殊攻击,2,火耐性,-2,,,,,,,圆鼓鼓的眠袋,18,银眠鸟的银羽毛,18,土蜂幼虫,9,光水晶,9,金喵玉,3
战鬼河狸兽腿甲,0,0,40,0,0,1,32,32,-2,6,0,0,0,逆境,2,根性,1,回复速度,3,耐力回复,-2,,,,,,,战鬼河狸兽的坚牙,18,战鬼河狸兽的坚尾甲,18,红角蝶,9,辉龙石,9,金喵玉,3
战鬼河狸兽护腿,0,1,40,0,0,1,24,24,-1,5,0,0,0,逆境,2,耐力回复,1,回复速度,3,耐力回复,-2,,,,,,,战鬼河狸兽的坚牙,18,战鬼河狸兽的坚尾甲,18,红角蝶,9,辉龙石,9,金喵玉,3
剑豪镰蟹腿甲,0,0,40,0,0,0,32,32,0,4,-4,0,2,达人,3,会心术,2,回避距离,1,气绝抵抗,-2,,,,,,,剑豪镰蟹的坚脚,18,剑豪镰蟹的坚钳,18,红角蝶,9,辉龙石,9,金喵玉,3
剑豪镰蟹护腿,0,1,40,0,0,0,24,24,0,3,-3,0,1,达人,3,会心术,2,回避距离,1,气绝抵抗,-2,,,,,,,剑豪镰蟹的坚脚,18,剑豪镰蟹的坚钳,18,红角蝶,9,辉龙石,9,金喵玉,3
晶岩龙腿甲,0,0,40,0,0,3,32,32,-2,0,0,-2,4,防御,3,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的坚头壳,18,晶岩龙的坚背壳,12,纯晶之泪,9,兽骨【大】,9,辉龙石,9
晶岩龙护腿,0,1,40,0,0,3,24,24,-1,0,0,-1,3,散弹强化,3,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的坚头壳,18,晶岩龙的坚背壳,12,纯晶之泪,9,兽骨【大】,9,辉龙石,9
尾晶蝎腿甲,0,0,40,0,0,2,32,32,2,-2,2,0,-2,锋利度,1,防御性能,2,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的坚壳,18,尾晶蝎的紫晶,18,红角蝶,9,辉龙石,9,金喵玉,3
尾晶蝎护腿,0,1,40,0,0,2,24,24,1,-1,1,0,-1,通常弹强化,1,快速装填,2,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的坚壳,18,尾晶蝎的紫晶,18,红角蝶,9,辉龙石,9,金喵玉,3
黑狼鸟腿甲,0,0,40,0,0,1,32,32,4,-6,2,0,2,锋利度,3,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的坚壳,18,黑狼鸟的韧翼膜,18,红角蝶,9,辉龙石,9,金喵玉,3
黑狼鸟护腿,0,1,40,0,0,1,24,24,3,-5,1,0,1,贯通弹强化,2,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的坚壳,18,黑狼鸟的韧翼膜,18,红角蝶,9,辉龙石,9,金喵玉,3
红电龙腿甲,0,0,40,0,0,2,32,32,2,-6,6,2,0,广域化,4,回复速度,2,回复速度,-2,,,,,,,,,红电龙的尖牙,18,强光的电气袋,18,红色霜降肉,12,土蜂幼虫,9,金喵玉,3
红电龙护腿,0,1,40,0,0,2,24,24,1,-5,5,1,0,广域化,4,回复速度,2,回复速度,-2,,,,,,,,,红电龙的尖牙,18,强光的电气袋,18,红色霜降肉,12,土蜂幼虫,9,金喵玉,3
