#Name,Male/Female,Blade/Gunner,Level,HR,Rarity,Slots,Min Defense,Max Defense,Fire Res,Water Res,Thunder Res,Ice Res,Dragon Res,Skill 1,Points 1,Skill 2,Points 2,Skill 3,Points 3,Skill 4,Points 4,Skill 5,Points 5,Skill 6,Points 6,Skill 7,Points 7,Material 1,Num 1,Material 2,Num 2,Material 3,Num 3,Material 4,Num 4,Material 5,Num 5
沙龙王护腰,0,1,40,0,0,1,19,19,4,-2,0,-5,2,耐暑,2,会心术,2,耐寒,-2,,,,,,,,,沙龙王的优质皮,12,沙龙的优质鳞,8,红角蝶,6,兽骨【大】,6,银喵玉,2
大名盾蟹腰甲,0,0,40,0,0,0,25,25,-2,6,-6,2,0,防御性能,1,防御,2,风压抵抗,2,雷属性攻击,-3,,,,,,,盾蟹的长脚,12,盾蟹的小坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
大名盾蟹护腰,0,1,40,0,0,0,19,19,-2,5,-5,2,0,贯通弹强化,1,防御,2,风压抵抗,2,雷属性攻击,-3,,,,,,,盾蟹的长脚,12,盾蟹的小坚壳,12,红角蝶,6,辉龙石,6,银喵玉,2
红速龙王腰甲,0,0,40,0,0,2,25,25,4,2,-4,2,-2,毒抵抗,3,体力,3,特殊攻击,3,气绝抵抗,-2,,,,,,,红速龙王的尖牙,12,红速龙王的优质皮,12,红速龙王的大头冠,8,红角蝶,6,银喵玉,2
红速龙王护腰,0,1,40,0,0,2,19,19,4,2,-4,2,-2,毒抵抗,3,体力,3,特殊攻击,3,气绝抵抗,-2,,,,,,,红速龙王的尖牙,12,红速龙王的优质皮,12,红速龙王的大头冠,8,红角蝶,6,银喵玉,2
青怪鸟腰甲,0,0,40,0,0,0,25,25,4,-4,-2,0,2,达人,3,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的尖爪,12,青怪鸟的优质鳞,8,红角蝶,6,兽骨【大】,6,银喵玉,2
青怪鸟护腰,0,1,40,0,0,0,19,19,4,-4,-2,0,2,达人,3,特殊攻击,2,火属性攻击,2,体力,-2,,,,,,,青怪鸟的尖爪,12,青怪鸟的优质鳞,8,红角蝶,6,兽骨【大】,6,银喵玉,2
电龙腰甲,0,0,40,0,0,2,25,25,-6,2,4,2,-2,回复速度,4,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,电龙的尖牙,12,高压的电气袋,12,白化霜降肉,8,土蜂幼虫,6,银喵玉,2
电龙护腰,0,1,40,0,0,2,19,19,-5,2,4,2,-2,回复速度,4,广域化,2,雷属性攻击,2,气绝抵抗,-2,,,,,,,电龙的尖牙,12,高压的电气袋,12,白化霜降肉,8,土蜂幼虫,6,银喵玉,2
岩龙腰甲,0,0,40,0,0,1,25,25,-2,0,0,-2,2,睡眠抵抗,2,加护,2,防御,1,防御性能,1,麻痹抵抗,-2,,,,,岩龙的优质翼,12,岩龙的坚头壳,8,红角蝶,6,兽骨【大】,6,银喵玉,2
岩龙护腰,0,1,40,0,0,1,19,19,-2,0,0,-2,2,睡眠抵抗,2,加护,2,防御,1,散弹强化,1,麻痹抵抗,-2,,,,,岩龙的优质翼,12,岩龙的坚头壳,8,红角蝶,6,兽骨【大】,6,银喵玉,2
眠鸟腰甲,0,0,40,0,0,2,25,25,-4,2,0,0,2,睡眠抵抗,2,体术,3,荷尔蒙,3,回复速度,-2,,,,,,,浓缩的眠液,12,完整的眠袋,8,眠鸟的稀胃石,6,龙骨【大】,6,光水晶,6
眠鸟护腰,0,1,40,0,0,2,19,19,-4,2,0,0,2,睡眠抵抗,2,体术,3,荷尔蒙,3,回复速度,-2,,,,,,,浓缩的眠液,12,完整的眠袋,8,眠鸟的稀胃石,6,龙骨【大】,6,光水晶,6
金毛兽王腰甲,0,0,40,0,0,1,25,25,-2,4,0,0,0,底力,2,重击,2,抗菌,2,防御,-2,,,,,,,金毛兽王的尖牙,12,金毛兽王的坚骨,12,土蜂幼虫,6,光水晶,6,银喵玉,2
金毛兽王护腰,0,1,40,0,0,1,19,19,-2,4,0,0,0,底力,2,重击,2,抗菌,2,防御,-2,,,,,,,金毛兽王的尖牙,12,金毛兽王的坚骨,12,土蜂幼虫,6,光水晶,6,银喵玉,2
骇狩蛛腰甲,0,0,40,0,0,3,25,25,-4,0,2,2,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的复眼,12,骇狩蛛的刚毛,12,骇狩蛛的韧蛛丝,8,土蜂幼虫,6,银喵玉,2
骇狩蛛护腰,0,1,40,0,0,3,19,19,-4,0,2,2,0,毒抵抗,3,麻痹抵抗,2,特殊攻击,2,睡眠抵抗,-2,,,,,,,骇狩蛛的复眼,12,骇狩蛛的刚毛,12,骇狩蛛的韧蛛丝,8,土蜂幼虫,6,银喵玉,2
紫毒鸟腰甲,0,0,40,0,0,1,25,25,-6,0,4,2,0,气绝抵抗,1,风压抵抗,2,回复速度,2,加护,-3,,,,,,,紫毒鸟的坚硬嘴,12,橡胶质的绿韧尾,12,土蜂幼虫,6,光水晶,6,银喵玉,2
紫毒鸟护腰,0,1,40,0,0,1,19,19,-5,0,4,2,0,气绝抵抗,1,风压抵抗,2,回复速度,2,加护,-3,,,,,,,紫毒鸟的坚硬嘴,12,橡胶质的绿韧尾,12,土蜂幼虫,6,光水晶,6,银喵玉,2
将军镰蟹腰甲,0,0,40,0,0,2,25,25,0,2,-4,0,2,锋利度,3,匠,1,研磨师,2,体力,-3,,,,,,,镰蟹的坚壳,12,镰蟹的长脚,8,极上金真珠,6,龙骨【大】,6,光水晶,6
将军镰蟹护腰,0,1,40,0,0,2,19,19,0,2,-4,0,2,贯通弹强化,3,装填术,1,快速装填,2,体力,-3,,,,,,,镰蟹的坚壳,12,镰蟹的长脚,8,极上金真珠,6,龙骨【大】,6,光水晶,6
雪狮子王腰甲,0,0,40,0,0,1,25,25,-4,4,0,4,0,冰属性攻击,2,耐寒,1,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的坚骨,12,雪狮子的刚毛,12,土蜂幼虫,6,光水晶,6,银喵玉,2
雪狮子王护腰,0,1,40,0,0,1,19,19,-4,4,0,4,0,冰属性攻击,2,耐寒,1,耐震,2,气绝抵抗,-2,,,,,,,雪狮子的坚骨,12,雪狮子的刚毛,12,土蜂幼虫,6,光水晶,6,银喵玉,2
星龙腰甲,0,0,40,0,0,0,25,25,2,-2,0,0,4,蝶舞,2,气息,2,伏击,1,达人,-3,,,,,,,星光的体液,12,星龙的坚腹甲,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
星龙护腰,0,1,40,0,0,0,19,19,2,-2,0,0,4,蝶舞,2,气息,2,伏击,1,达人,-3,,,,,,,星光的体液,12,星龙的坚腹甲,8,土蜂幼虫,6,龙骨【大】,6,银喵玉,2
白速龙王腰甲,0,0,40,0,0,1,25,25,0,2,0,4,-4,耐泥雪,2,强韧,3,千里眼,2,火耐性,-2,,,,,,,白速龙王的尖牙,12,白速龙王的冻结腺,12,土蜂幼虫,6,光水晶,6,银喵玉,2
白速龙王护腰,0,1,40,0,0,1,19,19,0,2,0,4,-4,耐泥雪,2,强韧,3,千里眼,2,火耐性,-2,,,,,,,白速龙王的尖牙,12,白速龙王的冻结腺,12,土蜂幼虫,6,光水晶,6,银喵玉,2
冰雷鸟腰甲,0,0,40,0,0,1,32,32,-4,0,-2,6,0,研磨师,2,冰属性攻击,2,剑术,2,毒抵抗,-2,,,,,,,冰雷鸟的刚翼,18,亮蓝色的粘液,18,土蜂幼虫,9,光水晶,9,金喵玉,3
冰雷鸟护腰,0,1,40,0,0,1,24,24,-4,0,-2,5,0,体术,2,冰属性攻击,2,伏击,2,毒抵抗,-2,,,,,,,冰雷鸟的刚翼,18,亮蓝色的粘液,18,土蜂幼虫,9,光水晶,9,金喵玉,3
银眠鸟腰甲,0,0,40,0,0,1,32,32,-2,2,-2,0,2,睡眠抵抗,1,荷尔蒙,2,特殊攻击,2,火耐性,-1,,,,,,,银眠鸟的尖爪,18,晶莹的眠液,12,红角蝶,9,兽骨【大】,9,金喵玉,3
银眠鸟护腰,0,1,40,0,0,1,24,24,-2,2,-2,0,2,睡眠抵抗,1,荷尔蒙,2,特殊攻击,2,火耐性,-1,,,,,,,银眠鸟的尖爪,18,晶莹的眠液,12,红角蝶,9,兽骨【大】,9,金喵玉,3
战鬼河狸兽腰甲,0,0,40,0,0,2,32,32,-2,6,0,0,0,逆境,2,根性,3,回复速度,2,耐力回复,-2,,,,,,,战鬼河狸兽的坚牙,18,战鬼河狸兽的坚尾甲,18,断流利爪,12,土蜂幼虫,9,金喵玉,3
战鬼河狸兽护腰,0,1,40,0,0,2,24,24,-2,5,0,0,0,逆境,2,根性,3,回复速度,2,耐力回复,-2,,,,,,,战鬼河狸兽的坚牙,18,战鬼河狸兽的坚尾甲,18,断流利爪,12,土蜂幼虫,9,金喵玉,3
剑豪镰蟹腰甲,0,0,40,0,0,2,32,32,0,4,-4,0,2,达人,3,会心术,2,回避距离,2,气绝抵抗,-3,,,,,,,剑豪镰蟹的坚壳,18,剑豪镰蟹的坚脚,12,剑豪镰蟹的金色大真珠,9,龙骨【大】,9,光水晶,9
剑豪镰蟹护腰,0,1,40,0,0,2,24,24,0,4,-4,0,2,达人,3,会心术,2,回避距离,2,气绝抵抗,-3,,,,,,,剑豪镰蟹的坚壳,18,剑豪镰蟹的坚脚,12,剑豪镰蟹的金色大真珠,9,龙骨【大】,9,光水晶,9
晶岩龙腰甲,0,0,40,0,0,1,32,32,-2,0,0,-2,4,防御,1,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的坚背壳,18,晶岩龙的坚甲,18,土蜂幼虫,9,光水晶,9,金喵玉,3
晶岩龙护腰,0,1,40,0,0,1,24,24,-2,0,0,-2,4,散弹强化,1,食事,2,耐泥雪,2,攻击,-2,,,,,,,晶岩龙的坚背壳,18,晶岩龙的坚甲,18,土蜂幼虫,9,光水晶,9,金喵玉,3
尾晶蝎腰甲,0,0,40,0,0,3,32,32,2,-2,2,0,-2,锋利度,3,防御性能,3,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的刚毛,18,尾晶蝎的坚壳,12,尾晶蝎的毒刚毛,9,龙骨【大】,9,光水晶,9
尾晶蝎护腰,0,1,40,0,0,3,24,24,2,-2,2,0,-2,通常弹强化,3,快速装填,2,攻击,2,特殊攻击,-2,,,,,,,尾晶蝎的刚毛,18,尾晶蝎的坚壳,12,尾晶蝎的毒刚毛,9,龙骨【大】,9,光水晶,9
黑狼鸟腰甲,0,0,40,0,0,2,32,32,4,-6,2,0,2,锋利度,3,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的坚壳,18,黑狼鸟的韧翼膜,18,黑狼鸟的地狱耳,12,土蜂幼虫,9,金喵玉,3
黑狼鸟护腰,0,1,40,0,0,2,24,24,4,-5,2,0,2,贯通弹强化,3,达人,2,听觉保护,1,防御,-2,,,,,,,黑狼鸟的坚壳,18,黑狼鸟的韧翼膜,18,黑狼鸟的地狱耳,12,土蜂幼虫,9,金喵玉,3
红电龙腰甲,0,0,40,0,0,1,32,32,2,-6,6,2,0,广域化,4,回复速度,2,回复速度,-2,,,,,,,,,红电龙的尖牙,18,强光的电气袋,18,红角蝶,9,辉龙石,9,金喵玉,3
红电龙护腰,0,1,40,0,0,1,24,24,2,-5,5,2,0,广域化,4,回复速度,2,回复速度,-2,,,,,,,,,红电龙的尖牙,18,强光的电气袋,18,红角蝶,9,辉龙石,9,金喵玉,3
